username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,eligibility_reason,eligible_comments,eligible_posts,voter_bonus_comments,comment_upvotes_with_bonus,voter_bonus_posts,post_upvotes_with_bonus,comment_score_after_bonus,post_score_after_bonus,pay2post_after_bonus,points_after_bonus
thorp1,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
severecalendar7606,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xeD6ceE623a67a63D67D211E8a8EB6E7d36534F22,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
maximumstudent1839,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
cg-saviour878879,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x4C2B87E547Ca500B0d539a6Fb82693Aa566abc00,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
remedyiii,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
ma78l,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x55358E4456aE69A250818ADD1701abad79C3e229,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
crazerz,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xF593ef3227D6C88BE9B99e459278362BfB8417a7,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
againer,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xF26F82548F9ACa4ace8Bd984f873955017c2a4F3,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
emergensee13,2,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53,karma and/or age,0,0,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
jbrev01,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
usual_algae_1217,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x11b726cFb2408563D7A8BA3c9a463A6137056763,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
obolli,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xd44d3D1652851a35ad1A0418114c03a0f97c1D60,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
optimalplantintorock,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x02A3faD85168942b4bb5e7B8DDf4a67c543E999a,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
audieleon,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x51AaE7357c8baD10DB3532e9AC597efFA5C3820f,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
ftball21,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xa9ca3263E29f68Ca87A6143F6aa940d8d6CA076D,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
unknownessence,0,0,0.0,1,0.5,1526.70179,1,250,1276.70179,0x00Bff92173571Afc918406D02362969DF905f868,,1,1,0,0,0,0.5,0.00000,1695.49755,250.0,1445.49755
enough_angle_7839,1,0.5,803.06013,1,0.25,763.3509,2,500,1066.41102,0x0e482dEa9B6409d26d96B451ed531bF2D70a5EcF,,1,1,0,0.5,0,0.25,831.186185,847.748775,500.0,1178.93496
incompetentdonuts,1,0.5,803.06013,0,0,0.0,0,0,803.06013,0x2A043F315F24762937CBCf0EB6CB313a43bDE534,comments only,1,0,0,0.5,0,0,831.186185,0.0,0.0,831.18619
rhamish,1,0.5,803.06013,0,0,0.0,0,0,803.06013,0x85150c35588675AB9a4EBA5008859F5259785568,,1,1,0,0.5,0,0,831.186185,0.0,0.0,831.18619
alanglanderson,1,0.5,803.06013,0,0,0.0,0,0,803.06013,0x68325375F3d6e961fD6ef342eC8deD47Bf3719aA,,1,1,0,0.5,0,0,831.186185,0.0,0.0,831.18619
wmredditor,0,0,0.0,1,0.25,763.3509,1,250,513.3509,0xE0949A5aa405229A8F3ED8C950721F97e85526fB,,1,1,0,0,0,0.25,0.00000,847.748775,250.0,597.74878
prospero_quant,0,0,0.0,1,0.25,763.3509,3,750,13.3509,0xF1F4f85EC7393d01fF52E5eA22Fc39457b62a19c,karma and/or age,0,0,0,0,0,0.25,0.00000,847.748775,750.0,97.74878
due_camel_4545,0,0,0.0,1,0,0.0,1,250,-250.0,0xD7A89a0372B777EC151a039c352754d608C278F6,karma and/or age,0,0,0,0,0,0,0.00000,0.0,250.0,-250.0
Diamond_Hands420,0,0,0,0,0,0,0,0.0,0,0,,1,1,0,0,0,0,0.00000,0.0,0.0,0.0
nethanns,0,0,0,0,0,0,0,0.0,0,0,,1,1,0,0,0,0,0.00000,0.0,0.0,0.0
maddhy,0,0,0,0,0,0,0,0.0,0,0,,1,1,0,0,0,0,0.00000,0.0,0.0,0.0
